Date,Balance,Price,% Change_in_Balance,Balance_Diff,Value_Dollars,Change_in_Value
19/07,4.0,0.2,,,0.6,
19/07,4.0,0.2,,0.0,0.6,0.0
19/07,4.0,0.2,,0.0,0.6,0.0
19/07,4.0,0.2,,0.0,0.6,0.0
19/07,4.0,0.1988636363636364,,0.0,0.6,0.0
19/07,4.0,0.19772727272727275,,0.0,0.6,0.0
19/07,4.0,0.1965909090909091,,0.0,0.6,0.0
19/07,4.0,0.19545454545454544,,0.0,0.6,0.0
19/07,4.0,0.19431818181818186,,0.0,0.6,0.0
20/07,4.0,0.19318181818181807,,0.0,0.6,0.0
20/07,4.0,0.19204545454545446,,0.0,0.6,0.0
20/07,4.0,0.19090909090909086,,0.0,0.6,0.0
20/07,4.0,0.1897727272727273,0.0,0.0,0.6,0.0
20/07,4.0,0.18863636363636369,0.0,0.0,0.6,0.0
20/07,4.0,0.1875,0.0,0.0,0.6,0.0
20/07,4.0,0.1863636363636364,0.0,0.0,0.6,0.0
20/07,4.0,0.18522727272727274,0.0,0.0,0.6,0.0
20/07,4.0,0.18409090909090908,0.0,0.0,0.6,0.0
20/07,4.0,0.18295454545454545,0.0,0.0,0.6,0.0
20/07,4.0,0.18181818181818185,0.0,0.0,0.6,0.0
20/07,4.0,0.1806818181818182,0.0,0.0,0.6,0.0
20/07,4.0,0.17954545454545456,0.0,0.0,0.6,0.0
20/07,4.0,0.1784090909090909,0.0,0.0,0.6,0.0
20/07,4.0,0.17727272727272728,0.0,0.0,0.6,0.0
20/07,4.0,0.17613636363636365,0.0,0.0,0.6,0.0
20/07,4.0,0.175,0.0,0.0,0.6,0.0
20/07,4.0,0.17386363636363636,0.0,0.0,0.6,0.0
20/07,4.0,0.17272727272727273,0.0,0.0,0.6,0.0
20/07,4.0,0.1715909090909091,0.0,0.0,0.6,0.0
20/07,4.0,0.17045454545454547,0.0,0.0,0.6,0.0
20/07,4.0,0.1693181818181818,0.0,0.0,0.6,0.0
20/07,4.0,0.16818181818181818,0.0,0.0,0.6,0.0
20/07,4.0,0.16704545454545455,0.0,0.0,0.6,0.0
20/07,4.0,0.1659090909090909,0.0,0.0,0.6,0.0
20/07,4.0,0.16477272727272727,0.0,0.0,0.6,0.0
20/07,4.0,0.16363636363636366,0.0,0.0,0.6,0.0
20/07,4.0,0.1625,0.0,0.0,0.6,0.0
20/07,4.0,0.16136363636363638,0.0,0.0,0.6,0.0
20/07,4.0,0.16022727272727272,0.0,0.0,0.6,0.0
20/07,4.0,0.1590909090909091,0.0,0.0,0.6,0.0
20/07,4.0,0.15795454545454546,0.0,0.0,0.6,0.0
20/07,4.0,0.1568181818181818,0.0,0.0,0.6,0.0
20/07,4.0,0.15568181818181814,0.0,0.0,0.6,0.0
20/07,4.0,0.15454545454545454,0.0,0.0,0.6,0.0
20/07,4.0,0.1534090909090909,0.0,0.0,0.6,0.0
20/07,4.0,0.15227272727272728,0.0,0.0,0.6,0.0
20/07,4.0,0.15113636363636362,0.0,0.0,0.6,0.0
20/07,4.0,0.15,0.0,0.0,0.6,0.0
20/07,4.0,0.15,0.0,0.0,0.6,0.0
20/07,4.0,0.15,0.0,0.0,0.6,0.0
